ID,Instancia,Método,Parámetro,T. ejecución,T. construcción,T. mejora,V. total,V. solapamiento,V. 8h,V. 6h,V. tiempo muerto,V. créditos
1624998301654,t3.123.33,first,1,100,31,69,24,24,0,0,0,0
1624998301754,t3.123.33,first,1,88,16,72,24,24,0,0,0,0
1624998301857,t3.123.33,first,1,83,15,68,24,24,0,0,0,0
1624998301988,t3.123.33,first,1,99,30,69,24,24,0,0,0,0
1624998302087,t3.123.33,first,1,84,19,65,24,24,0,0,0,0
1624998302171,t3.123.33,first,1,86,15,71,24,24,0,0,0,0
1624998302289,t3.123.33,first,1,93,15,78,24,24,0,0,0,0
1624998302430,t3.123.33,first,1,97,30,67,24,24,0,0,0,0
1624998302536,t3.123.33,first,1,85,22,63,24,24,0,0,0,0
1624998302621,t3.123.33,first,1,101,28,73,24,24,0,0,0,0
1624998302771,t3.123.33,first,1,106,15,91,24,24,0,0,0,0
1624998302896,t3.123.33,first,1,83,0,83,24,24,0,0,0,0
1624998303004,t3.123.33,first,1,86,16,70,24,24,0,0,0,0
1624998303137,t3.123.33,first,1,85,16,69,24,24,0,0,0,0
1624998303222,t3.123.33,first,1,98,31,67,24,24,0,0,0,0
1624998303320,t3.123.33,first,1,86,27,59,24,24,0,0,0,0
1624998303437,t3.123.33,first,1,86,13,73,24,24,0,0,0,0
1624998303571,t3.123.33,first,1,114,33,81,24,24,0,0,0,0
1624998303685,t3.123.33,first,1,100,16,84,24,24,0,0,0,0
1624998303802,t3.123.33,first,1,89,15,74,24,24,0,0,0,0
1624998303892,t3.123.33,first,1,89,16,73,24,24,0,0,0,0
1624998304010,t3.123.33,first,1,86,14,72,24,24,0,0,0,0
1624998304120,t3.123.33,first,1,88,14,74,24,24,0,0,0,0
1624998304240,t3.123.33,first,1,87,15,72,24,24,0,0,0,0
1624998304351,t3.123.33,first,1,96,15,81,24,24,0,0,0,0
1624998304468,t3.123.33,first,1,86,14,72,24,24,0,0,0,0
